Respondent_ID,City,City_Tier,Gender,Age,Monthly_Household_Income,Education,Occupation,Skin_Type,Current_Monthly_Skincare_Spend_INR,Primary_Brand_Trust_Source,Eco_Awareness_Score_1to5,Willingness_to_Pay_Premium,Preferred_Ingredients,Preferred_Packaging,Products_Currently_Used,Preferred_Purchase_Channel,Purchase_Frequency,Satisfaction_Current_Brand_1to5,Likelihood_to_Switch_1to5,NPS_Score_0to10,Heard_of_Sustainable_Skincare,Trial_Intent,Ideal_Price_Point_30ml_Serum,Subscription_Interest,Primary_Social_Platform,Influencer_Trust_1to5,Certification_Importance,Income_Code,Education_Code,Purchase_Freq_Code,WTP_Premium_Code,Trial_Intent_Code,Subscription_Code,Certification_Code,Awareness_Code,City_Tier_Code,Price_Point_Code,NPS_Segment,Spend_Bucket,High_Eco_Aware,Switching_Risk,Positive_Trial_Intent,Age_Group
SKC0059,Bengaluru,Tier 1,Male,28,"₹50,000–₹1,00,000",Doctoral,Homemaker,Oily,2040.0,Dermatologist recommendation,3.7,5–10%,Vegan & cruelty-free,Refillable containers,"Exfoliant, Cleanser, Face mask",Brand website (D2C),Monthly,4,2,9.0,"Yes, aware but not tried",Neutral,"₹600–₹1,000",Very interested,Instagram,5.0,Somewhat important,3,4,3,1,3,4,2,1,1,3,Promoter,2001-3500,1,0,0,25-34
SKC0060,Chennai,Tier 1,Non-binary / Prefer not to say,30,"₹25,000–₹50,000",Postgraduate,Student,Normal,510.0,Social media influencer,3.1,5–10%,Ayurvedic / Herbal,No preference,"Moisturiser, Sunscreen, Eye cream, Toner",Instagram / Social commerce,Every 2–3 months,5,2,8.0,"Yes, aware but not tried",Probably not,Below ₹300,Somewhat interested,Instagram,2.0,Somewhat important,2,3,2,1,2,3,2,1,1,1,Passive,500-1000,0,0,0,25-34
SKC0061,Nagpur,Tier 2,Female,34,"Below ₹25,000",Undergraduate,Salaried – Private,Combination,290.0,Social media influencer,2.5,5–10%,Vegan & cruelty-free,Minimalist paper packaging,"Moisturiser, Cleanser, Eye cream, Sunscreen, Serum",Offline retail,Fortnightly,3,3,8.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Neutral,YouTube,3.0,Important,1,2,4,1,1,2,3,1,0,3,Passive,<500,0,0,0,25-34
SKC0062,Ahmedabad,Tier 1,Male,33,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Dry,1630.0,Social media influencer,2.3,11–20%,Vegan & cruelty-free,Biodegradable packaging,"Serum, Moisturiser, Exfoliant, Sunscreen",Nykaa / Purplle,Fortnightly,3,3,7.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Somewhat interested,Twitter/X,2.0,Important,3,2,4,2,1,3,3,1,1,3,Passive,1001-2000,0,0,0,25-34
SKC0063,Vadodara,Tier 2,Male,36,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Oily,810.0,Family / Friends,2.8,5–10%,Ayurvedic / Herbal,Minimalist paper packaging,"Eye cream, Face mask, Serum, Exfoliant, Cleanser",Amazon / Flipkart,Fortnightly,4,2,5.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Not interested,Instagram,1.0,Somewhat important,2,3,4,1,2,1,2,1,0,4,Detractor,500-1000,0,0,0,35-44
SKC0064,Bhopal,Tier 2,Female,27,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Sensitive,1970.0,Dermatologist recommendation,2.9,5–10%,Chemical-free / Natural,Biodegradable packaging,"Toner, Serum",Brand website (D2C),Fortnightly,5,1,10.0,"Yes, use such products",Probably not,₹300–₹600,Very interested,YouTube,1.0,Important,3,3,4,1,2,4,3,2,0,2,Promoter,1001-2000,0,0,0,25-34
SKC0065,Patna,Tier 2,Female,37,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Oily,1370.0,Dermatologist recommendation,2.6,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Exfoliant, Eye cream, Toner",Brand website (D2C),Monthly,3,3,8.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,Instagram,3.0,Important,3,3,3,1,1,3,3,0,0,4,Passive,1001-2000,0,0,0,35-44
SKC0066,Nashik,Tier 2,Male,25,"Below ₹25,000",Undergraduate,Salaried – Private,Oily,200.0,Online reviews,1.9,0%,Chemical-free / Natural,Minimalist paper packaging,"Face mask, Eye cream, Cleanser, Moisturiser",Amazon / Flipkart,Monthly,3,5,5.0,"Yes, aware but not tried",Definitely not,Below ₹300,Not interested,Instagram,4.0,Somewhat important,1,2,3,0,1,1,2,1,0,1,Detractor,<500,0,1,0,25-34
SKC0067,Chennai,Tier 1,Female,33,"₹25,000–₹50,000",High School,Salaried – Private,Sensitive,680.0,Dermatologist recommendation,1.8,0%,No strong preference,Refillable containers,"Cleanser, Sunscreen, Toner, Exfoliant",Amazon / Flipkart,Monthly,4,2,10.0,"Yes, use such products",Probably not,"Above ₹1,000",Somewhat interested,Facebook,5.0,Somewhat important,2,1,3,0,2,3,2,2,1,4,Promoter,500-1000,0,0,0,25-34
SKC0068,Chennai,Tier 1,Female,31,"₹25,000–₹50,000",Undergraduate,Self-employed / Business,Combination,1190.0,Dermatologist recommendation,1.3,5–10%,Ayurvedic / Herbal,Minimalist paper packaging,"Sunscreen, Exfoliant, Toner, Serum, Moisturiser",Instagram / Social commerce,Fortnightly,4,2,8.0,"Yes, use such products",Probably not,"₹600–₹1,000",Somewhat interested,Facebook,1.0,Important,2,2,4,1,2,3,3,2,1,3,Passive,1001-2000,0,0,0,25-34
SKC0069,Mysuru,Tier 2,Male,22,"₹50,000–₹1,00,000",Postgraduate,Student,Oily,1240.0,Dermatologist recommendation,4.1,11–20%,Clinically tested actives,Biodegradable packaging,"Face mask, Moisturiser, Serum, Sunscreen, Toner",Amazon / Flipkart,Monthly,4,2,6.0,"Yes, use such products",Definitely would try,"₹600–₹1,000",Somewhat interested,YouTube,4.0,Somewhat important,3,3,3,2,5,3,2,2,0,3,Detractor,1001-2000,1,0,1,18-24
SKC0070,Vadodara,Tier 2,Male,34,"Above ₹1,00,000",Undergraduate,Salaried – Private,Oily,3520.0,Dermatologist recommendation,3.0,11–20%,Chemical-free / Natural,Refillable containers,"Face mask, Eye cream",Nykaa / Purplle,Every 2–3 months,3,3,4.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Somewhat interested,YouTube,4.0,Important,4,2,2,2,2,3,3,1,0,4,Detractor,3500+,0,0,0,25-34
SKC0071,Mumbai,Tier 1,Female,30,"₹50,000–₹1,00,000",Undergraduate,Homemaker,Sensitive,1800.0,Family / Friends,2.4,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Exfoliant, Face mask, Moisturiser",Amazon / Flipkart,Monthly,4,2,6.0,"Yes, use such products",Probably would try,"₹600–₹1,000",Neutral,Instagram,5.0,Important,3,2,3,1,4,2,3,2,1,3,Detractor,1001-2000,0,0,1,25-34
SKC0072,Jaipur,Tier 2,Male,33,"Below ₹25,000",Undergraduate,Self-employed / Business,Combination,280.0,Family / Friends,2.5,5–10%,Vegan & cruelty-free,Biodegradable packaging,"Toner, Face mask, Eye cream, Moisturiser, Sunscreen",Brand website (D2C),Fortnightly,4,3,6.0,"Yes, use such products",Neutral,Below ₹300,Very interested,Pinterest,3.0,Important,1,2,4,1,3,4,3,2,0,1,Detractor,<500,0,0,0,25-34
SKC0073,Lucknow,Tier 2,Female,41,"₹25,000–₹50,000",Postgraduate,Freelancer,Combination,450.0,Social media influencer,2.3,5–10%,Ayurvedic / Herbal,Minimalist paper packaging,"Face mask, Serum",Brand website (D2C),Weekly,3,3,4.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Not interested,Instagram,1.0,Important,2,3,5,1,1,1,3,1,0,2,Detractor,<500,0,0,0,35-44
SKC0074,Agra,Tier 2,Female,45,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,2240.0,Online reviews,3.5,11–20%,Chemical-free / Natural,Biodegradable packaging,"Sunscreen, Moisturiser, Serum, Face mask, Toner",Brand website (D2C),Monthly,4,3,7.0,"Yes, use such products",Neutral,"Above ₹1,000",Somewhat interested,YouTube,3.0,Somewhat important,3,2,3,2,3,3,2,2,0,4,Passive,2001-3500,1,0,0,45+
SKC0075,Ahmedabad,Tier 1,Female,27,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Sensitive,690.0,Social media influencer,3.6,11–20%,Vegan & cruelty-free,Minimalist paper packaging,"Toner, Sunscreen, Cleanser, Face mask, Eye cream",Offline retail,Every 2–3 months,4,1,8.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Somewhat interested,Facebook,1.0,Extremely important,3,3,2,2,2,3,4,1,1,4,Passive,500-1000,1,0,0,25-34
SKC0076,Kolkata,Tier 1,Male,33,"Below ₹25,000",High School,Self-employed / Business,Sensitive,250.0,Dermatologist recommendation,2.1,5–10%,Chemical-free / Natural,Minimalist paper packaging,"Moisturiser, Eye cream, Toner",Offline retail,Fortnightly,4,2,7.0,"Yes, use such products",Definitely not,Below ₹300,Very interested,Snapchat,3.0,Important,1,1,4,1,1,4,3,2,1,1,Passive,<500,0,0,0,25-34
SKC0077,Jaipur,Tier 2,Male,30,"Above ₹1,00,000",High School,Salaried – Government,Oily,2500.0,Family / Friends,2.2,5–10%,Clinically tested actives,Refillable containers,"Toner, Face mask",Offline retail,Every 2–3 months,5,2,8.0,"Yes, use such products",Neutral,"Above ₹1,000",Neutral,Instagram,3.0,Somewhat important,4,1,2,1,3,2,2,2,0,4,Passive,2001-3500,0,0,0,25-34
SKC0078,Pune,Tier 1,Female,37,"Above ₹1,00,000",Undergraduate,Student,Sensitive,4070.0,Brand website / ads,2.6,11–20%,Chemical-free / Natural,Biodegradable packaging,"Exfoliant, Toner, Eye cream",Nykaa / Purplle,Fortnightly,2,4,4.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Neutral,Instagram,3.0,Important,4,2,4,2,1,2,3,1,1,4,Detractor,3500+,0,1,0,35-44
SKC0079,Delhi,Tier 1,Male,23,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Dry,1810.0,Family / Friends,2.4,5–10%,Clinically tested actives,Minimalist paper packaging,"Cleanser, Moisturiser, Toner, Eye cream",Instagram / Social commerce,Every 2–3 months,4,2,7.0,"Yes, use such products",Neutral,"Above ₹1,000",Neutral,YouTube,4.0,Extremely important,3,3,2,1,3,2,4,2,1,4,Passive,1001-2000,0,0,0,18-24
SKC0080,Patna,Tier 2,Female,33,"₹25,000–₹50,000",Postgraduate,Student,Combination,630.0,Social media influencer,2.9,5–10%,Ayurvedic / Herbal,No preference,"Moisturiser, Eye cream, Cleanser, Serum",Instagram / Social commerce,Weekly,4,1,8.0,"Yes, aware but not tried",Neutral,"₹600–₹1,000",Very interested,Facebook,1.0,Somewhat important,2,3,5,1,3,4,2,1,0,3,Passive,500-1000,0,0,0,25-34
SKC0081,Ahmedabad,Tier 1,Male,28,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Sensitive,920.0,Dermatologist recommendation,3.1,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Exfoliant, Sunscreen, Eye cream, Face mask",Instagram / Social commerce,Monthly,2,4,3.0,"Yes, use such products",Neutral,Below ₹300,Somewhat interested,Instagram,2.0,Important,2,2,3,2,3,3,3,2,1,1,Detractor,500-1000,0,1,0,25-34
SKC0082,Chennai,Tier 1,Female,35,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Oily,2570.0,Family / Friends,2.5,5–10%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Serum, Eye cream, Toner",Brand website (D2C),Every 2–3 months,5,1,10.0,"Yes, aware but not tried",Neutral,"₹600–₹1,000",Neutral,Instagram,4.0,Important,3,2,2,1,3,2,3,1,1,3,Promoter,2001-3500,0,0,0,35-44
SKC0083,Ahmedabad,Tier 1,Non-binary / Prefer not to say,29,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Sensitive,2270.0,Dermatologist recommendation,2.6,21–30%,Clinically tested actives,Minimalist paper packaging,"Toner, Moisturiser, Cleanser, Sunscreen",Amazon / Flipkart,Monthly,3,3,7.0,"Yes, use such products",Neutral,"₹600–₹1,000",Neutral,YouTube,1.0,Important,3,2,3,3,3,2,3,2,1,3,Passive,2001-3500,0,0,0,25-34
SKC0084,Ahmedabad,Tier 1,Female,29,"Above ₹1,00,000",Undergraduate,Homemaker,Oily,4270.0,Family / Friends,3.1,11–20%,Clinically tested actives,Biodegradable packaging,"Exfoliant, Sunscreen",Brand website (D2C),Monthly,3,4,5.0,"No, not aware",Definitely not,₹300–₹600,Very interested,Instagram,4.0,Somewhat important,4,2,3,2,1,4,2,0,1,2,Detractor,3500+,0,1,0,25-34
SKC0085,Pune,Tier 1,Female,26,"₹50,000–₹1,00,000",Undergraduate,Salaried – Government,Oily,1680.0,Family / Friends,2.3,5–10%,Chemical-free / Natural,Minimalist paper packaging,"Cleanser, Sunscreen, Eye cream, Toner, Moisturiser",Amazon / Flipkart,Monthly,5,1,7.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Neutral,Pinterest,4.0,Extremely important,3,2,3,1,2,2,4,1,1,4,Passive,1001-2000,0,0,0,25-34
SKC0086,Pune,Tier 1,Female,34,"₹50,000–₹1,00,000",High School,Salaried – Private,Dry,1600.0,Dermatologist recommendation,1.5,5–10%,Clinically tested actives,Refillable containers,"Toner, Eye cream, Face mask",Brand website (D2C),Monthly,2,3,5.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Neutral,Facebook,3.0,Not important,3,1,3,1,1,2,1,1,1,4,Detractor,1001-2000,0,0,0,25-34
SKC0087,Pune,Tier 1,Female,25,"₹25,000–₹50,000",Undergraduate,Salaried – Government,Normal,480.0,Online reviews,3.2,21–30%,Chemical-free / Natural,Minimalist paper packaging,"Eye cream, Face mask, Toner, Moisturiser",Nykaa / Purplle,Monthly,3,3,5.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Somewhat interested,Twitter/X,2.0,Important,2,2,3,3,2,3,3,1,1,3,Detractor,<500,0,0,0,25-34
SKC0088,Hyderabad,Tier 1,Female,29,"Below ₹25,000",Postgraduate,Salaried – Private,Sensitive,220.0,Social media influencer,3.2,5–10%,Chemical-free / Natural,Biodegradable packaging,"Face mask, Cleanser, Moisturiser, Eye cream, Sunscreen",Amazon / Flipkart,Monthly,4,1,8.0,"Yes, use such products",Probably would try,₹300–₹600,Very interested,Instagram,4.0,Not important,1,3,3,1,4,4,1,2,1,2,Passive,<500,0,0,1,25-34
SKC0089,Mumbai,Tier 1,Female,24,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Combination,900.0,Dermatologist recommendation,3.1,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Face mask, Moisturiser",Nykaa / Purplle,Monthly,3,2,7.0,"Yes, use such products",Neutral,"₹600–₹1,000",Somewhat interested,Instagram,2.0,Somewhat important,2,3,3,2,3,3,2,2,1,3,Passive,500-1000,0,0,0,18-24
SKC0090,Delhi,Tier 1,Male,29,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Normal,1720.0,Dermatologist recommendation,3.4,5–10%,Ayurvedic / Herbal,Biodegradable packaging,"Eye cream, Sunscreen",Instagram / Social commerce,Monthly,4,2,7.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Neutral,Snapchat,4.0,Extremely important,3,3,3,1,2,2,4,1,1,3,Passive,1001-2000,0,0,0,25-34
SKC0091,Hyderabad,Tier 1,Female,29,"₹25,000–₹50,000",Postgraduate,Salaried – Government,Normal,490.0,Online reviews,2.8,5–10%,Vegan & cruelty-free,Refillable containers,"Toner, Sunscreen, Serum, Exfoliant, Eye cream",Nykaa / Purplle,Fortnightly,1,5,0.0,"No, not aware",Definitely not,"₹600–₹1,000",Not interested,Facebook,4.0,Important,2,3,4,1,1,1,3,0,1,3,Detractor,<500,0,1,0,25-34
SKC0092,Coimbatore,Tier 2,Female,50,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Sensitive,770.0,Online reviews,2.0,5–10%,Vegan & cruelty-free,Biodegradable packaging,"Eye cream, Cleanser",Offline retail,Monthly,4,2,8.0,"No, not aware",Definitely not,"₹600–₹1,000",Not interested,Instagram,4.0,Important,2,2,3,1,1,1,3,0,0,3,Passive,500-1000,0,0,0,45+
SKC0093,Kochi,Tier 2,Female,38,"Below ₹25,000",Undergraduate,Student,Combination,360.0,Dermatologist recommendation,3.2,5–10%,Clinically tested actives,Recycled/recyclable packaging,"Moisturiser, Sunscreen, Exfoliant, Toner",Brand website (D2C),Every 2–3 months,5,1,9.0,"Yes, use such products",Neutral,"₹600–₹1,000",Neutral,Instagram,5.0,Extremely important,1,2,2,1,3,2,4,2,0,3,Promoter,<500,0,0,0,35-44
SKC0094,Pune,Tier 1,Male,34,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,1210.0,Online reviews,3.0,5–10%,Ayurvedic / Herbal,Minimalist paper packaging,"Eye cream, Sunscreen",Instagram / Social commerce,Monthly,5,2,8.0,"Yes, use such products",Probably not,"₹600–₹1,000",Somewhat interested,Instagram,3.0,Somewhat important,3,2,3,1,2,3,2,2,1,3,Passive,1001-2000,0,0,0,25-34
SKC0095,Ahmedabad,Tier 1,Female,35,"Below ₹25,000",High School,Freelancer,Combination,340.0,Social media influencer,2.8,0%,Chemical-free / Natural,Refillable containers,"Face mask, Eye cream, Toner",Amazon / Flipkart,Every 2–3 months,4,3,7.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Neutral,YouTube,5.0,Extremely important,1,1,2,0,1,2,4,1,1,2,Passive,<500,0,0,0,35-44
SKC0096,Mumbai,Tier 1,Female,27,"Below ₹25,000",High School,Self-employed / Business,Combination,250.0,Social media influencer,1.9,0%,Clinically tested actives,Biodegradable packaging,"Toner, Moisturiser, Serum",Amazon / Flipkart,Monthly,2,3,5.0,"Yes, aware but not tried",Neutral,₹300–₹600,Somewhat interested,Instagram,1.0,Extremely important,1,1,3,0,3,3,4,1,1,2,Detractor,<500,0,0,0,25-34
SKC0097,Bhopal,Tier 2,Female,40,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Combination,650.0,Dermatologist recommendation,3.3,11–20%,No strong preference,Biodegradable packaging,"Serum, Eye cream",Instagram / Social commerce,Monthly,3,4,5.0,"No, not aware",Probably not,₹300–₹600,Very interested,Facebook,3.0,Important,3,3,3,2,2,4,3,0,0,2,Detractor,500-1000,0,1,0,35-44
SKC0098,Mumbai,Tier 1,Non-binary / Prefer not to say,36,"Above ₹1,00,000",Undergraduate,Freelancer,Oily,3400.0,Social media influencer,2.4,5–10%,Clinically tested actives,Biodegradable packaging,"Serum, Moisturiser, Toner, Face mask",Amazon / Flipkart,Every 2–3 months,2,3,4.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,Pinterest,5.0,Not important,4,2,2,1,1,3,1,0,1,4,Detractor,2001-3500,0,0,0,35-44
SKC0099,Kochi,Tier 2,Female,29,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Dry,1260.0,Social media influencer,2.5,11–20%,Vegan & cruelty-free,Biodegradable packaging,"Cleanser, Toner",Nykaa / Purplle,Every 2–3 months,5,1,8.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Not interested,Facebook,4.0,Extremely important,3,2,2,2,1,1,4,1,0,3,Passive,1001-2000,0,0,0,25-34
SKC0100,Mumbai,Tier 1,Female,28,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Sensitive,1010.0,Social media influencer,3.9,11–20%,Ayurvedic / Herbal,Biodegradable packaging,"Toner, Cleanser",Amazon / Flipkart,Monthly,5,1,10.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Neutral,Instagram,4.0,Extremely important,2,3,3,2,1,2,4,1,1,3,Promoter,1001-2000,1,0,0,25-34
SKC0101,Bengaluru,Tier 1,Non-binary / Prefer not to say,29,"₹25,000–₹50,000",Undergraduate,Student,Normal,290.0,Family / Friends,3.6,5–10%,No strong preference,Biodegradable packaging,"Moisturiser, Face mask, Sunscreen, Cleanser",Brand website (D2C),Every 2–3 months,4,2,9.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Neutral,Instagram,5.0,Important,2,2,2,1,2,2,3,1,1,3,Promoter,<500,1,0,0,25-34
SKC0102,Lucknow,Tier 2,Male,42,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Oily,570.0,Social media influencer,2.9,5–10%,Clinically tested actives,No preference,"Cleanser, Toner, Serum",Offline retail,Monthly,4,1,10.0,"Yes, use such products",Definitely not,"₹600–₹1,000",Somewhat interested,YouTube,3.0,Extremely important,2,3,3,1,1,3,4,2,0,3,Promoter,500-1000,0,0,0,35-44
SKC0103,Mumbai,Tier 1,Female,23,"₹50,000–₹1,00,000",High School,Student,Sensitive,1670.0,Family / Friends,2.0,0%,Ayurvedic / Herbal,Biodegradable packaging,"Toner, Cleanser",Brand website (D2C),Monthly,4,1,7.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Very interested,YouTube,4.0,Not important,3,1,3,0,1,4,1,1,1,4,Passive,1001-2000,0,0,0,18-24
SKC0104,Mumbai,Tier 1,Non-binary / Prefer not to say,26,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Normal,560.0,Dermatologist recommendation,2.6,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Cleanser, Serum, Exfoliant, Eye cream",Amazon / Flipkart,Fortnightly,3,3,7.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Very interested,YouTube,4.0,Somewhat important,3,3,4,1,2,4,2,1,1,3,Passive,500-1000,0,0,0,25-34
SKC0105,Nashik,Tier 2,Female,32,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Dry,1360.0,Dermatologist recommendation,3.1,11–20%,Chemical-free / Natural,Refillable containers,"Toner, Exfoliant, Face mask",Amazon / Flipkart,Every 2–3 months,4,2,8.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Not interested,Instagram,5.0,Somewhat important,3,3,2,2,2,1,2,1,0,3,Passive,1001-2000,0,0,0,25-34
SKC0106,Mysuru,Tier 2,Male,47,"Above ₹1,00,000",Undergraduate,Salaried – Private,Oily,4530.0,Dermatologist recommendation,3.3,11–20%,Clinically tested actives,No preference,"Sunscreen, Serum, Moisturiser, Exfoliant",Instagram / Social commerce,Monthly,5,1,9.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Neutral,Snapchat,5.0,Somewhat important,4,2,3,2,2,2,2,1,0,3,Promoter,3500+,0,0,0,45+
SKC0107,Kolkata,Tier 1,Female,26,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Sensitive,1660.0,Dermatologist recommendation,2.8,21–30%,Clinically tested actives,Biodegradable packaging,"Cleanser, Exfoliant, Sunscreen, Serum, Toner",Amazon / Flipkart,Monthly,3,4,8.0,"No, not aware",Definitely not,₹300–₹600,Somewhat interested,Instagram,1.0,Important,3,2,3,3,1,3,3,0,1,2,Passive,1001-2000,0,1,0,25-34
SKC0108,Chennai,Tier 1,Male,30,"Above ₹1,00,000",Undergraduate,Student,Combination,1720.0,Online reviews,2.3,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Sunscreen, Serum",Instagram / Social commerce,Every 2–3 months,3,2,5.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,Facebook,4.0,Extremely important,4,2,2,1,1,3,4,0,1,4,Detractor,1001-2000,0,0,0,25-34
SKC0109,Chennai,Tier 1,Male,34,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Dry,1010.0,Brand website / ads,2.6,5–10%,Clinically tested actives,Biodegradable packaging,"Face mask, Toner",Brand website (D2C),Every 2–3 months,4,2,7.0,"Yes, aware but not tried",Probably not,₹300–₹600,Very interested,Pinterest,4.0,Somewhat important,2,2,2,1,2,4,2,1,1,2,Passive,1001-2000,0,0,0,25-34
